,date,from_province,to_province,from_district,to_district,total_people,male,female
888,202301,서울특별시,서울특별시,은평구,서초구,25,10,15
889,202302,서울특별시,서울특별시,은평구,서초구,36,15,21
890,202303,서울특별시,서울특별시,은평구,서초구,51,23,28
891,202301,서울특별시,서울특별시,은평구,강남구,45,24,21
892,202302,서울특별시,서울특별시,은평구,강남구,50,24,26
893,202303,서울특별시,서울특별시,은평구,강남구,40,21,19
894,202301,서울특별시,서울특별시,은평구,송파구,30,12,18
895,202302,서울특별시,서울특별시,은평구,송파구,53,32,21
896,202303,서울특별시,서울특별시,은평구,송파구,41,20,21
897,202301,서울특별시,서울특별시,은평구,강동구,28,10,18
898,202302,서울특별시,서울특별시,은평구,강동구,42,25,17
899,202303,서울특별시,서울특별시,은평구,강동구,32,19,13
900,202301,서울특별시,서울특별시,서대문구,중구,46,29,17
901,202302,서울특별시,서울특별시,서대문구,중구,41,16,25
902,202303,서울특별시,서울특별시,서대문구,중구,43,23,20
903,202301,서울특별시,서울특별시,서대문구,종로구,84,41,43
904,202302,서울특별시,서울특별시,서대문구,종로구,138,57,81
905,202303,서울특별시,서울특별시,서대문구,종로구,105,46,59
906,202301,서울특별시,서울특별시,서대문구,용산구,82,42,40
907,202302,서울특별시,서울특별시,서대문구,용산구,99,41,58
908,202303,서울특별시,서울특별시,서대문구,용산구,59,29,30
909,202301,서울특별시,서울특별시,서대문구,성동구,61,31,30
910,202302,서울특별시,서울특별시,서대문구,성동구,72,31,41
911,202303,서울특별시,서울특별시,서대문구,성동구,52,31,21
912,202301,서울특별시,서울특별시,서대문구,광진구,79,42,37
913,202302,서울특별시,서울특별시,서대문구,광진구,61,30,31
914,202303,서울특별시,서울특별시,서대문구,광진구,32,15,17
915,202301,서울특별시,서울특별시,서대문구,동대문구,61,33,28
916,202302,서울특별시,서울특별시,서대문구,동대문구,77,41,36
917,202303,서울특별시,서울특별시,서대문구,동대문구,46,23,23
918,202301,서울특별시,서울특별시,서대문구,중랑구,42,16,26
919,202302,서울특별시,서울특별시,서대문구,중랑구,30,16,14
920,202303,서울특별시,서울특별시,서대문구,중랑구,24,15,9
921,202301,서울특별시,서울특별시,서대문구,성북구,99,49,50
922,202302,서울특별시,서울특별시,서대문구,성북구,89,42,47
923,202303,서울특별시,서울특별시,서대문구,성북구,70,33,37
924,202301,서울특별시,서울특별시,서대문구,강북구,38,20,18
925,202302,서울특별시,서울특별시,서대문구,강북구,19,6,13
926,202303,서울특별시,서울특별시,서대문구,강북구,20,9,11
927,202301,서울특별시,서울특별시,서대문구,도봉구,36,15,21
928,202302,서울특별시,서울특별시,서대문구,도봉구,45,24,21
929,202303,서울특별시,서울특별시,서대문구,도봉구,23,9,14
930,202301,서울특별시,서울특별시,서대문구,노원구,76,40,36
931,202302,서울특별시,서울특별시,서대문구,노원구,70,32,38
932,202303,서울특별시,서울특별시,서대문구,노원구,30,16,14
933,202301,서울특별시,서울특별시,서대문구,은평구,387,192,195
934,202302,서울특별시,서울특별시,서대문구,은평구,329,149,180
935,202303,서울특별시,서울특별시,서대문구,은평구,266,125,141
936,202301,서울특별시,서울특별시,서대문구,서대문구,630,316,314
937,202302,서울특별시,서울특별시,서대문구,서대문구,701,307,394
938,202303,서울특별시,서울특별시,서대문구,서대문구,627,309,318
939,202301,서울특별시,서울특별시,서대문구,마포구,282,139,143
940,202302,서울특별시,서울특별시,서대문구,마포구,325,152,173
941,202303,서울특별시,서울특별시,서대문구,마포구,297,152,145
942,202301,서울특별시,서울특별시,서대문구,양천구,65,30,35
943,202302,서울특별시,서울특별시,서대문구,양천구,89,47,42
944,202303,서울특별시,서울특별시,서대문구,양천구,60,34,26
945,202301,서울특별시,서울특별시,서대문구,강서구,96,43,53
946,202302,서울특별시,서울특별시,서대문구,강서구,105,51,54
947,202303,서울특별시,서울특별시,서대문구,강서구,79,38,41
948,202301,서울특별시,서울특별시,서대문구,구로구,69,31,38
949,202302,서울특별시,서울특별시,서대문구,구로구,61,25,36
950,202303,서울특별시,서울특별시,서대문구,구로구,53,21,32
951,202301,서울특별시,서울특별시,서대문구,금천구,29,14,15
952,202302,서울특별시,서울특별시,서대문구,금천구,15,4,11
953,202303,서울특별시,서울특별시,서대문구,금천구,17,6,11
954,202301,서울특별시,서울특별시,서대문구,영등포구,121,49,72
955,202302,서울특별시,서울특별시,서대문구,영등포구,78,41,37
956,202303,서울특별시,서울특별시,서대문구,영등포구,91,49,42
957,202301,서울특별시,서울특별시,서대문구,동작구,85,43,42
958,202302,서울특별시,서울특별시,서대문구,동작구,98,46,52
959,202303,서울특별시,서울특별시,서대문구,동작구,60,33,27
960,202301,서울특별시,서울특별시,서대문구,관악구,95,48,47
961,202302,서울특별시,서울특별시,서대문구,관악구,95,42,53
962,202303,서울특별시,서울특별시,서대문구,관악구,57,30,27
963,202301,서울특별시,서울특별시,서대문구,서초구,51,26,25
964,202302,서울특별시,서울특별시,서대문구,서초구,85,33,52
965,202303,서울특별시,서울특별시,서대문구,서초구,48,25,23
966,202301,서울특별시,서울특별시,서대문구,강남구,67,31,36
967,202302,서울특별시,서울특별시,서대문구,강남구,106,48,58
968,202303,서울특별시,서울특별시,서대문구,강남구,90,45,45
969,202301,서울특별시,서울특별시,서대문구,송파구,71,35,36
970,202302,서울특별시,서울특별시,서대문구,송파구,115,53,62
971,202303,서울특별시,서울특별시,서대문구,송파구,48,26,22
972,202301,서울특별시,서울특별시,서대문구,강동구,46,21,25
973,202302,서울특별시,서울특별시,서대문구,강동구,24,13,11
974,202303,서울특별시,서울특별시,서대문구,강동구,32,16,16
975,202301,서울특별시,서울특별시,마포구,중구,63,29,34
976,202302,서울특별시,서울특별시,마포구,중구,85,33,52
977,202303,서울특별시,서울특별시,마포구,중구,61,31,30
978,202301,서울특별시,서울특별시,마포구,종로구,57,23,34
979,202302,서울특별시,서울특별시,마포구,종로구,96,45,51
980,202303,서울특별시,서울특별시,마포구,종로구,67,42,25
981,202301,서울특별시,서울특별시,마포구,용산구,147,61,86
982,202302,서울특별시,서울특별시,마포구,용산구,197,89,108
983,202303,서울특별시,서울특별시,마포구,용산구,188,102,86
984,202301,서울특별시,서울특별시,마포구,성동구,46,21,25
985,202302,서울특별시,서울특별시,마포구,성동구,103,53,50
986,202303,서울특별시,서울특별시,마포구,성동구,42,17,25
987,202301,서울특별시,서울특별시,마포구,광진구,38,18,20
988,202302,서울특별시,서울특별시,마포구,광진구,73,36,37
989,202303,서울특별시,서울특별시,마포구,광진구,51,18,33
990,202301,서울특별시,서울특별시,마포구,동대문구,48,21,27
991,202302,서울특별시,서울특별시,마포구,동대문구,91,37,54
992,202303,서울특별시,서울특별시,마포구,동대문구,63,33,30
993,202301,서울특별시,서울특별시,마포구,중랑구,15,6,9
994,202302,서울특별시,서울특별시,마포구,중랑구,28,16,12
995,202303,서울특별시,서울특별시,마포구,중랑구,30,15,15
996,202301,서울특별시,서울특별시,마포구,성북구,87,42,45
997,202302,서울특별시,서울특별시,마포구,성북구,137,51,86
998,202303,서울특별시,서울특별시,마포구,성북구,82,32,50
999,202301,서울특별시,서울특별시,마포구,강북구,14,7,7
1000,202302,서울특별시,서울특별시,마포구,강북구,29,14,15
1001,202303,서울특별시,서울특별시,마포구,강북구,20,8,12
1002,202301,서울특별시,서울특별시,마포구,도봉구,25,13,12
1003,202302,서울특별시,서울특별시,마포구,도봉구,29,16,13
1004,202303,서울특별시,서울특별시,마포구,도봉구,17,8,9
1005,202301,서울특별시,서울특별시,마포구,노원구,39,19,20
1006,202302,서울특별시,서울특별시,마포구,노원구,80,38,42
1007,202303,서울특별시,서울특별시,마포구,노원구,47,24,23
1008,202301,서울특별시,서울특별시,마포구,은평구,164,70,94
1009,202302,서울특별시,서울특별시,마포구,은평구,181,77,104
1010,202303,서울특별시,서울특별시,마포구,은평구,156,73,83
1011,202301,서울특별시,서울특별시,마포구,서대문구,319,140,179
1012,202302,서울특별시,서울특별시,마포구,서대문구,427,182,245
1013,202303,서울특별시,서울특별시,마포구,서대문구,302,142,160
1014,202301,서울특별시,서울특별시,마포구,마포구,801,374,427
1015,202302,서울특별시,서울특별시,마포구,마포구,1025,481,544
1016,202303,서울특별시,서울특별시,마포구,마포구,966,466,500
1017,202301,서울특별시,서울특별시,마포구,양천구,80,36,44
1018,202302,서울특별시,서울특별시,마포구,양천구,165,76,89
1019,202303,서울특별시,서울특별시,마포구,양천구,95,49,46
1020,202301,서울특별시,서울특별시,마포구,강서구,81,29,52
1021,202302,서울특별시,서울특별시,마포구,강서구,145,66,79
1022,202303,서울특별시,서울특별시,마포구,강서구,133,61,72
1023,202301,서울특별시,서울특별시,마포구,구로구,54,22,32
1024,202302,서울특별시,서울특별시,마포구,구로구,65,28,37
1025,202303,서울특별시,서울특별시,마포구,구로구,57,22,35
1026,202301,서울특별시,서울특별시,마포구,금천구,32,17,15
1027,202302,서울특별시,서울특별시,마포구,금천구,24,9,15
1028,202303,서울특별시,서울특별시,마포구,금천구,33,18,15
1029,202301,서울특별시,서울특별시,마포구,영등포구,184,92,92
1030,202302,서울특별시,서울특별시,마포구,영등포구,180,86,94
1031,202303,서울특별시,서울특별시,마포구,영등포구,170,82,88
1032,202301,서울특별시,서울특별시,마포구,동작구,63,27,36
1033,202302,서울특별시,서울특별시,마포구,동작구,155,70,85
1034,202303,서울특별시,서울특별시,마포구,동작구,78,32,46
1035,202301,서울특별시,서울특별시,마포구,관악구,102,51,51
1036,202302,서울특별시,서울특별시,마포구,관악구,119,56,63
1037,202303,서울특별시,서울특별시,마포구,관악구,128,66,62
1038,202301,서울특별시,서울특별시,마포구,서초구,80,38,42
1039,202302,서울특별시,서울특별시,마포구,서초구,88,34,54
1040,202303,서울특별시,서울특별시,마포구,서초구,66,34,32
1041,202301,서울특별시,서울특별시,마포구,강남구,97,47,50
1042,202302,서울특별시,서울특별시,마포구,강남구,122,63,59
1043,202303,서울특별시,서울특별시,마포구,강남구,104,51,53
1044,202301,서울특별시,서울특별시,마포구,송파구,94,42,52
1045,202302,서울특별시,서울특별시,마포구,송파구,113,58,55
1046,202303,서울특별시,서울특별시,마포구,송파구,100,40,60
1047,202301,서울특별시,서울특별시,마포구,강동구,44,25,19
1048,202302,서울특별시,서울특별시,마포구,강동구,42,23,19
1049,202303,서울특별시,서울특별시,마포구,강동구,30,17,13
1050,202301,서울특별시,서울특별시,양천구,중구,20,12,8
1051,202302,서울특별시,서울특별시,양천구,중구,16,9,7
1052,202303,서울특별시,서울특별시,양천구,중구,8,3,5
1053,202301,서울특별시,서울특별시,양천구,종로구,11,6,5
1054,202302,서울특별시,서울특별시,양천구,종로구,33,20,13
1055,202303,서울특별시,서울특별시,양천구,종로구,25,11,14
1056,202301,서울특별시,서울특별시,양천구,용산구,36,15,21
1057,202302,서울특별시,서울특별시,양천구,용산구,57,25,32
1058,202303,서울특별시,서울특별시,양천구,용산구,23,14,9
1059,202301,서울특별시,서울특별시,양천구,성동구,33,16,17
1060,202302,서울특별시,서울특별시,양천구,성동구,41,18,23
1061,202303,서울특별시,서울특별시,양천구,성동구,28,15,13
1062,202301,서울특별시,서울특별시,양천구,광진구,24,10,14
1063,202302,서울특별시,서울특별시,양천구,광진구,20,7,13
1064,202303,서울특별시,서울특별시,양천구,광진구,25,11,14
1065,202301,서울특별시,서울특별시,양천구,동대문구,25,11,14
1066,202302,서울특별시,서울특별시,양천구,동대문구,45,19,26
1067,202303,서울특별시,서울특별시,양천구,동대문구,32,15,17
1068,202301,서울특별시,서울특별시,양천구,중랑구,14,9,5
1069,202302,서울특별시,서울특별시,양천구,중랑구,20,11,9
1070,202303,서울특별시,서울특별시,양천구,중랑구,16,7,9
1071,202301,서울특별시,서울특별시,양천구,성북구,30,19,11
1072,202302,서울특별시,서울특별시,양천구,성북구,60,27,33
1073,202303,서울특별시,서울특별시,양천구,성북구,29,15,14
1074,202301,서울특별시,서울특별시,양천구,강북구,26,9,17
1075,202302,서울특별시,서울특별시,양천구,강북구,8,4,4
1076,202303,서울특별시,서울특별시,양천구,강북구,11,4,7
1077,202301,서울특별시,서울특별시,양천구,도봉구,18,2,16
1078,202302,서울특별시,서울특별시,양천구,도봉구,13,9,4
1079,202303,서울특별시,서울특별시,양천구,도봉구,14,10,4
1080,202301,서울특별시,서울특별시,양천구,노원구,22,11,11
1081,202302,서울특별시,서울특별시,양천구,노원구,26,13,13
1082,202303,서울특별시,서울특별시,양천구,노원구,22,10,12
1083,202301,서울특별시,서울특별시,양천구,은평구,23,10,13
1084,202302,서울특별시,서울특별시,양천구,은평구,43,27,16
1085,202303,서울특별시,서울특별시,양천구,은평구,46,27,19
1086,202301,서울특별시,서울특별시,양천구,서대문구,46,22,24
1087,202302,서울특별시,서울특별시,양천구,서대문구,71,40,31
1088,202303,서울특별시,서울특별시,양천구,서대문구,61,28,33
1089,202301,서울특별시,서울특별시,양천구,마포구,73,34,39
1090,202302,서울특별시,서울특별시,양천구,마포구,172,84,88
1091,202303,서울특별시,서울특별시,양천구,마포구,93,47,46
1092,202301,서울특별시,서울특별시,양천구,양천구,782,363,419
1093,202302,서울특별시,서울특별시,양천구,양천구,1165,569,596
1094,202303,서울특별시,서울특별시,양천구,양천구,990,485,505
1095,202301,서울특별시,서울특별시,양천구,강서구,357,174,183
1096,202302,서울특별시,서울특별시,양천구,강서구,452,200,252
1097,202303,서울특별시,서울특별시,양천구,강서구,418,202,216
1098,202301,서울특별시,서울특별시,양천구,구로구,135,70,65
1099,202302,서울특별시,서울특별시,양천구,구로구,217,108,109
1100,202303,서울특별시,서울특별시,양천구,구로구,167,76,91
1101,202301,서울특별시,서울특별시,양천구,금천구,28,15,13
1102,202302,서울특별시,서울특별시,양천구,금천구,33,18,15
1103,202303,서울특별시,서울특별시,양천구,금천구,31,12,19
1104,202301,서울특별시,서울특별시,양천구,영등포구,239,121,118
1105,202302,서울특별시,서울특별시,양천구,영등포구,265,127,138
1106,202303,서울특별시,서울특별시,양천구,영등포구,192,85,107
1107,202301,서울특별시,서울특별시,양천구,동작구,65,29,36
1108,202302,서울특별시,서울특별시,양천구,동작구,129,67,62
1109,202303,서울특별시,서울특별시,양천구,동작구,70,33,37
1110,202301,서울특별시,서울특별시,양천구,관악구,85,42,43
1111,202302,서울특별시,서울특별시,양천구,관악구,110,57,53
1112,202303,서울특별시,서울특별시,양천구,관악구,80,41,39
1113,202301,서울특별시,서울특별시,양천구,서초구,36,15,21
1114,202302,서울특별시,서울특별시,양천구,서초구,40,18,22
1115,202303,서울특별시,서울특별시,양천구,서초구,38,21,17
1116,202301,서울특별시,서울특별시,양천구,강남구,32,14,18
1117,202302,서울특별시,서울특별시,양천구,강남구,49,28,21
1118,202303,서울특별시,서울특별시,양천구,강남구,45,21,24
1119,202301,서울특별시,서울특별시,양천구,송파구,36,15,21
1120,202302,서울특별시,서울특별시,양천구,송파구,49,21,28
1121,202303,서울특별시,서울특별시,양천구,송파구,54,22,32
1122,202301,서울특별시,서울특별시,양천구,강동구,16,5,11
1123,202302,서울특별시,서울특별시,양천구,강동구,45,20,25
1124,202303,서울특별시,서울특별시,양천구,강동구,26,13,13
1125,202301,서울특별시,서울특별시,강서구,중구,11,5,6
1126,202302,서울특별시,서울특별시,강서구,중구,16,10,6
1127,202303,서울특별시,서울특별시,강서구,중구,20,9,11
1128,202301,서울특별시,서울특별시,강서구,종로구,20,8,12
1129,202302,서울특별시,서울특별시,강서구,종로구,26,12,14
1130,202303,서울특별시,서울특별시,강서구,종로구,38,16,22
1131,202301,서울특별시,서울특별시,강서구,용산구,40,16,24
1132,202302,서울특별시,서울특별시,강서구,용산구,62,42,20
1133,202303,서울특별시,서울특별시,강서구,용산구,26,12,14
1134,202301,서울특별시,서울특별시,강서구,성동구,30,15,15
1135,202302,서울특별시,서울특별시,강서구,성동구,27,11,16
1136,202303,서울특별시,서울특별시,강서구,성동구,40,24,16
1137,202301,서울특별시,서울특별시,강서구,광진구,38,20,18
1138,202302,서울특별시,서울특별시,강서구,광진구,52,28,24
1139,202303,서울특별시,서울특별시,강서구,광진구,57,24,33
1140,202301,서울특별시,서울특별시,강서구,동대문구,40,16,24
1141,202302,서울특별시,서울특별시,강서구,동대문구,68,34,34
1142,202303,서울특별시,서울특별시,강서구,동대문구,57,35,22
1143,202301,서울특별시,서울특별시,강서구,중랑구,31,11,20
1144,202302,서울특별시,서울특별시,강서구,중랑구,39,19,20
1145,202303,서울특별시,서울특별시,강서구,중랑구,39,19,20
1146,202301,서울특별시,서울특별시,강서구,성북구,60,25,35
1147,202302,서울특별시,서울특별시,강서구,성북구,92,39,53
1148,202303,서울특별시,서울특별시,강서구,성북구,60,27,33
1149,202301,서울특별시,서울특별시,강서구,강북구,23,10,13
1150,202302,서울특별시,서울특별시,강서구,강북구,36,14,22
1151,202303,서울특별시,서울특별시,강서구,강북구,31,20,11
1152,202301,서울특별시,서울특별시,강서구,도봉구,22,9,13
1153,202302,서울특별시,서울특별시,강서구,도봉구,22,14,8
1154,202303,서울특별시,서울특별시,강서구,도봉구,29,13,16
1155,202301,서울특별시,서울특별시,강서구,노원구,64,31,33
1156,202302,서울특별시,서울특별시,강서구,노원구,53,26,27
1157,202303,서울특별시,서울특별시,강서구,노원구,45,17,28
1158,202301,서울특별시,서울특별시,강서구,은평구,74,29,45
1159,202302,서울특별시,서울특별시,강서구,은평구,81,42,39
1160,202303,서울특별시,서울특별시,강서구,은평구,103,57,46
1161,202301,서울특별시,서울특별시,강서구,서대문구,56,23,33
1162,202302,서울특별시,서울특별시,강서구,서대문구,95,41,54
1163,202303,서울특별시,서울특별시,강서구,서대문구,76,31,45
1164,202301,서울특별시,서울특별시,강서구,마포구,111,52,59
1165,202302,서울특별시,서울특별시,강서구,마포구,170,71,99
1166,202303,서울특별시,서울특별시,강서구,마포구,146,74,72
1167,202301,서울특별시,서울특별시,강서구,양천구,356,159,197
1168,202302,서울특별시,서울특별시,강서구,양천구,570,287,283
1169,202303,서울특별시,서울특별시,강서구,양천구,498,253,245
1170,202301,서울특별시,서울특별시,강서구,강서구,1352,637,715
1171,202302,서울특별시,서울특별시,강서구,강서구,1718,824,894
1172,202303,서울특별시,서울특별시,강서구,강서구,1765,814,951
1173,202301,서울특별시,서울특별시,강서구,구로구,72,31,41
1174,202302,서울특별시,서울특별시,강서구,구로구,118,62,56
1175,202303,서울특별시,서울특별시,강서구,구로구,113,56,57
1176,202301,서울특별시,서울특별시,강서구,금천구,45,23,22
1177,202302,서울특별시,서울특별시,강서구,금천구,52,30,22
1178,202303,서울특별시,서울특별시,강서구,금천구,68,31,37
1179,202301,서울특별시,서울특별시,강서구,영등포구,183,103,80
1180,202302,서울특별시,서울특별시,강서구,영등포구,246,113,133
1181,202303,서울특별시,서울특별시,강서구,영등포구,171,84,87
1182,202301,서울특별시,서울특별시,강서구,동작구,77,38,39
1183,202302,서울특별시,서울특별시,강서구,동작구,107,53,54
1184,202303,서울특별시,서울특별시,강서구,동작구,120,59,61
1185,202301,서울특별시,서울특별시,강서구,관악구,133,61,72
1186,202302,서울특별시,서울특별시,강서구,관악구,159,69,90
1187,202303,서울특별시,서울특별시,강서구,관악구,193,83,110
1188,202301,서울특별시,서울특별시,강서구,서초구,57,26,31
1189,202302,서울특별시,서울특별시,강서구,서초구,71,32,39
1190,202303,서울특별시,서울특별시,강서구,서초구,66,38,28
1191,202301,서울특별시,서울특별시,강서구,강남구,65,29,36
1192,202302,서울특별시,서울특별시,강서구,강남구,100,47,53
1193,202303,서울특별시,서울특별시,강서구,강남구,80,38,42
1194,202301,서울특별시,서울특별시,강서구,송파구,68,30,38
1195,202302,서울특별시,서울특별시,강서구,송파구,95,47,48
1196,202303,서울특별시,서울특별시,강서구,송파구,59,32,27
1197,202301,서울특별시,서울특별시,강서구,강동구,41,18,23
1198,202302,서울특별시,서울특별시,강서구,강동구,56,34,22
1199,202303,서울특별시,서울특별시,강서구,강동구,33,13,20
1200,202301,서울특별시,서울특별시,구로구,중구,28,17,11
1201,202302,서울특별시,서울특별시,구로구,중구,14,9,5
1202,202303,서울특별시,서울특별시,구로구,중구,12,6,6
1203,202301,서울특별시,서울특별시,구로구,종로구,14,6,8
1204,202302,서울특별시,서울특별시,구로구,종로구,11,3,8
1205,202303,서울특별시,서울특별시,구로구,종로구,19,9,10
1206,202301,서울특별시,서울특별시,구로구,용산구,23,9,14
1207,202302,서울특별시,서울특별시,구로구,용산구,34,15,19
1208,202303,서울특별시,서울특별시,구로구,용산구,33,13,20
1209,202301,서울특별시,서울특별시,구로구,성동구,17,9,8
1210,202302,서울특별시,서울특별시,구로구,성동구,23,14,9
1211,202303,서울특별시,서울특별시,구로구,성동구,32,22,10
1212,202301,서울특별시,서울특별시,구로구,광진구,26,17,9
1213,202302,서울특별시,서울특별시,구로구,광진구,32,14,18
1214,202303,서울특별시,서울특별시,구로구,광진구,33,15,18
1215,202301,서울특별시,서울특별시,구로구,동대문구,28,18,10
1216,202302,서울특별시,서울특별시,구로구,동대문구,43,23,20
1217,202303,서울특별시,서울특별시,구로구,동대문구,36,16,20
1218,202301,서울특별시,서울특별시,구로구,중랑구,22,10,12
1219,202302,서울특별시,서울특별시,구로구,중랑구,19,8,11
1220,202303,서울특별시,서울특별시,구로구,중랑구,14,10,4
1221,202301,서울특별시,서울특별시,구로구,성북구,37,14,23
1222,202302,서울특별시,서울특별시,구로구,성북구,45,22,23
1223,202303,서울특별시,서울특별시,구로구,성북구,24,16,8
1224,202301,서울특별시,서울특별시,구로구,강북구,23,10,13
1225,202302,서울특별시,서울특별시,구로구,강북구,25,15,10
1226,202303,서울특별시,서울특별시,구로구,강북구,20,11,9
1227,202301,서울특별시,서울특별시,구로구,도봉구,10,4,6
1228,202302,서울특별시,서울특별시,구로구,도봉구,15,5,10
1229,202303,서울특별시,서울특별시,구로구,도봉구,16,4,12
1230,202301,서울특별시,서울특별시,구로구,노원구,28,11,17
1231,202302,서울특별시,서울특별시,구로구,노원구,24,11,13
1232,202303,서울특별시,서울특별시,구로구,노원구,21,9,12
1233,202301,서울특별시,서울특별시,구로구,은평구,42,27,15
1234,202302,서울특별시,서울특별시,구로구,은평구,47,21,26
1235,202303,서울특별시,서울특별시,구로구,은평구,36,17,19
1236,202301,서울특별시,서울특별시,구로구,서대문구,23,9,14
1237,202302,서울특별시,서울특별시,구로구,서대문구,34,16,18
1238,202303,서울특별시,서울특별시,구로구,서대문구,24,14,10
1239,202301,서울특별시,서울특별시,구로구,마포구,70,33,37
1240,202302,서울특별시,서울특별시,구로구,마포구,48,23,25
1241,202303,서울특별시,서울특별시,구로구,마포구,57,32,25
1242,202301,서울특별시,서울특별시,구로구,양천구,149,73,76
1243,202302,서울특별시,서울특별시,구로구,양천구,210,104,106
1244,202303,서울특별시,서울특별시,구로구,양천구,199,96,103
1245,202301,서울특별시,서울특별시,구로구,강서구,95,44,51
1246,202302,서울특별시,서울특별시,구로구,강서구,121,50,71
1247,202303,서울특별시,서울특별시,구로구,강서구,120,49,71
1248,202301,서울특별시,서울특별시,구로구,구로구,589,308,281
1249,202302,서울특별시,서울특별시,구로구,구로구,610,279,331
1250,202303,서울특별시,서울특별시,구로구,구로구,782,381,401
1251,202301,서울특별시,서울특별시,구로구,금천구,119,50,69
1252,202302,서울특별시,서울특별시,구로구,금천구,123,60,63
1253,202303,서울특별시,서울특별시,구로구,금천구,122,65,57
1254,202301,서울특별시,서울특별시,구로구,영등포구,182,88,94
1255,202302,서울특별시,서울특별시,구로구,영등포구,183,88,95
1256,202303,서울특별시,서울특별시,구로구,영등포구,201,104,97
1257,202301,서울특별시,서울특별시,구로구,동작구,106,43,63
1258,202302,서울특별시,서울특별시,구로구,동작구,145,64,81
1259,202303,서울특별시,서울특별시,구로구,동작구,106,56,50
1260,202301,서울특별시,서울특별시,구로구,관악구,193,100,93
1261,202302,서울특별시,서울특별시,구로구,관악구,197,91,106
1262,202303,서울특별시,서울특별시,구로구,관악구,183,85,98
1263,202301,서울특별시,서울특별시,구로구,서초구,33,14,19
1264,202302,서울특별시,서울특별시,구로구,서초구,25,14,11
1265,202303,서울특별시,서울특별시,구로구,서초구,53,27,26
1266,202301,서울특별시,서울특별시,구로구,강남구,37,11,26
1267,202302,서울특별시,서울특별시,구로구,강남구,41,20,21
1268,202303,서울특별시,서울특별시,구로구,강남구,40,21,19
1269,202301,서울특별시,서울특별시,구로구,송파구,49,26,23
1270,202302,서울특별시,서울특별시,구로구,송파구,57,29,28
1271,202303,서울특별시,서울특별시,구로구,송파구,44,22,22
1272,202301,서울특별시,서울특별시,구로구,강동구,21,15,6
1273,202302,서울특별시,서울특별시,구로구,강동구,31,15,16
1274,202303,서울특별시,서울특별시,구로구,강동구,32,18,14
1275,202301,서울특별시,서울특별시,금천구,중구,8,5,3
1276,202302,서울특별시,서울특별시,금천구,중구,10,5,5
1277,202303,서울특별시,서울특별시,금천구,중구,6,3,3
1278,202301,서울특별시,서울특별시,금천구,종로구,3,1,2
1279,202302,서울특별시,서울특별시,금천구,종로구,10,7,3
1280,202303,서울특별시,서울특별시,금천구,종로구,11,7,4
1281,202301,서울특별시,서울특별시,금천구,용산구,13,5,8
1282,202302,서울특별시,서울특별시,금천구,용산구,23,14,9
1283,202303,서울특별시,서울특별시,금천구,용산구,17,9,8
1284,202301,서울특별시,서울특별시,금천구,성동구,24,11,13
1285,202302,서울특별시,서울특별시,금천구,성동구,15,9,6
1286,202303,서울특별시,서울특별시,금천구,성동구,15,8,7
1287,202301,서울특별시,서울특별시,금천구,광진구,26,9,17
1288,202302,서울특별시,서울특별시,금천구,광진구,19,10,9
1289,202303,서울특별시,서울특별시,금천구,광진구,21,9,12
1290,202301,서울특별시,서울특별시,금천구,동대문구,16,4,12
1291,202302,서울특별시,서울특별시,금천구,동대문구,19,11,8
1292,202303,서울특별시,서울특별시,금천구,동대문구,29,18,11
1293,202301,서울특별시,서울특별시,금천구,중랑구,7,3,4
1294,202302,서울특별시,서울특별시,금천구,중랑구,11,5,6
1295,202303,서울특별시,서울특별시,금천구,중랑구,13,6,7
1296,202301,서울특별시,서울특별시,금천구,성북구,17,9,8
1297,202302,서울특별시,서울특별시,금천구,성북구,27,11,16
1298,202303,서울특별시,서울특별시,금천구,성북구,19,10,9
1299,202301,서울특별시,서울특별시,금천구,강북구,10,4,6
1300,202302,서울특별시,서울특별시,금천구,강북구,6,4,2
1301,202303,서울특별시,서울특별시,금천구,강북구,14,9,5
1302,202301,서울특별시,서울특별시,금천구,도봉구,9,6,3
1303,202302,서울특별시,서울특별시,금천구,도봉구,11,6,5
1304,202303,서울특별시,서울특별시,금천구,도봉구,9,6,3
1305,202301,서울특별시,서울특별시,금천구,노원구,19,13,6
1306,202302,서울특별시,서울특별시,금천구,노원구,21,12,9
1307,202303,서울특별시,서울특별시,금천구,노원구,10,6,4
1308,202301,서울특별시,서울특별시,금천구,은평구,16,6,10
1309,202302,서울특별시,서울특별시,금천구,은평구,18,6,12
1310,202303,서울특별시,서울특별시,금천구,은평구,25,14,11
1311,202301,서울특별시,서울특별시,금천구,서대문구,16,10,6
1312,202302,서울특별시,서울특별시,금천구,서대문구,21,12,9
1313,202303,서울특별시,서울특별시,금천구,서대문구,25,10,15
1314,202301,서울특별시,서울특별시,금천구,마포구,18,9,9
1315,202302,서울특별시,서울특별시,금천구,마포구,25,10,15
1316,202303,서울특별시,서울특별시,금천구,마포구,38,18,20
1317,202301,서울특별시,서울특별시,금천구,양천구,20,12,8
1318,202302,서울특별시,서울특별시,금천구,양천구,28,17,11
1319,202303,서울특별시,서울특별시,금천구,양천구,24,12,12
1320,202301,서울특별시,서울특별시,금천구,강서구,31,19,12
1321,202302,서울특별시,서울특별시,금천구,강서구,42,20,22
1322,202303,서울특별시,서울특별시,금천구,강서구,40,25,15
