,date,from_province,to_province,from_district,to_district,total_people,male,female
445,202302,서울특별시,서울특별시,동대문구,송파구,94,44,50
446,202303,서울특별시,서울특별시,동대문구,송파구,102,51,51
447,202301,서울특별시,서울특별시,동대문구,강동구,55,26,29
448,202302,서울특별시,서울특별시,동대문구,강동구,71,41,30
449,202303,서울특별시,서울특별시,동대문구,강동구,74,34,40
450,202301,서울특별시,서울특별시,중랑구,중구,14,7,7
451,202302,서울특별시,서울특별시,중랑구,중구,32,17,15
452,202303,서울특별시,서울특별시,중랑구,중구,19,8,11
453,202301,서울특별시,서울특별시,중랑구,종로구,10,4,6
454,202302,서울특별시,서울특별시,중랑구,종로구,16,7,9
455,202303,서울특별시,서울특별시,중랑구,종로구,29,17,12
456,202301,서울특별시,서울특별시,중랑구,용산구,14,8,6
457,202302,서울특별시,서울특별시,중랑구,용산구,22,11,11
458,202303,서울특별시,서울특별시,중랑구,용산구,20,11,9
459,202301,서울특별시,서울특별시,중랑구,성동구,54,24,30
460,202302,서울특별시,서울특별시,중랑구,성동구,101,53,48
461,202303,서울특별시,서울특별시,중랑구,성동구,81,41,40
462,202301,서울특별시,서울특별시,중랑구,광진구,155,63,92
463,202302,서울특별시,서울특별시,중랑구,광진구,218,108,110
464,202303,서울특별시,서울특별시,중랑구,광진구,265,123,142
465,202301,서울특별시,서울특별시,중랑구,동대문구,127,63,64
466,202302,서울특별시,서울특별시,중랑구,동대문구,192,91,101
467,202303,서울특별시,서울특별시,중랑구,동대문구,218,117,101
468,202301,서울특별시,서울특별시,중랑구,중랑구,733,363,370
469,202302,서울특별시,서울특별시,중랑구,중랑구,988,511,477
470,202303,서울특별시,서울특별시,중랑구,중랑구,1227,604,623
471,202301,서울특별시,서울특별시,중랑구,성북구,82,30,52
472,202302,서울특별시,서울특별시,중랑구,성북구,125,54,71
473,202303,서울특별시,서울특별시,중랑구,성북구,94,44,50
474,202301,서울특별시,서울특별시,중랑구,강북구,32,12,20
475,202302,서울특별시,서울특별시,중랑구,강북구,47,20,27
476,202303,서울특별시,서울특별시,중랑구,강북구,59,31,28
477,202301,서울특별시,서울특별시,중랑구,도봉구,34,21,13
478,202302,서울특별시,서울특별시,중랑구,도봉구,58,26,32
479,202303,서울특별시,서울특별시,중랑구,도봉구,57,26,31
480,202301,서울특별시,서울특별시,중랑구,노원구,160,61,99
481,202302,서울특별시,서울특별시,중랑구,노원구,236,110,126
482,202303,서울특별시,서울특별시,중랑구,노원구,225,100,125
483,202301,서울특별시,서울특별시,중랑구,은평구,27,15,12
484,202302,서울특별시,서울특별시,중랑구,은평구,43,21,22
485,202303,서울특별시,서울특별시,중랑구,은평구,45,21,24
486,202301,서울특별시,서울특별시,중랑구,서대문구,12,6,6
487,202302,서울특별시,서울특별시,중랑구,서대문구,25,13,12
488,202303,서울특별시,서울특별시,중랑구,서대문구,17,10,7
489,202301,서울특별시,서울특별시,중랑구,마포구,18,7,11
490,202302,서울특별시,서울특별시,중랑구,마포구,28,14,14
491,202303,서울특별시,서울특별시,중랑구,마포구,34,16,18
492,202301,서울특별시,서울특별시,중랑구,양천구,15,6,9
493,202302,서울특별시,서울특별시,중랑구,양천구,29,17,12
494,202303,서울특별시,서울특별시,중랑구,양천구,11,3,8
495,202301,서울특별시,서울특별시,중랑구,강서구,28,17,11
496,202302,서울특별시,서울특별시,중랑구,강서구,32,13,19
497,202303,서울특별시,서울특별시,중랑구,강서구,27,12,15
498,202301,서울특별시,서울특별시,중랑구,구로구,11,3,8
499,202302,서울특별시,서울특별시,중랑구,구로구,20,12,8
500,202303,서울특별시,서울특별시,중랑구,구로구,28,13,15
501,202301,서울특별시,서울특별시,중랑구,금천구,20,9,11
502,202302,서울특별시,서울특별시,중랑구,금천구,20,10,10
503,202303,서울특별시,서울특별시,중랑구,금천구,21,11,10
504,202301,서울특별시,서울특별시,중랑구,영등포구,17,11,6
505,202302,서울특별시,서울특별시,중랑구,영등포구,26,11,15
506,202303,서울특별시,서울특별시,중랑구,영등포구,29,11,18
507,202301,서울특별시,서울특별시,중랑구,동작구,33,11,22
508,202302,서울특별시,서울특별시,중랑구,동작구,59,26,33
509,202303,서울특별시,서울특별시,중랑구,동작구,27,12,15
510,202301,서울특별시,서울특별시,중랑구,관악구,65,33,32
511,202302,서울특별시,서울특별시,중랑구,관악구,62,31,31
512,202303,서울특별시,서울특별시,중랑구,관악구,74,36,38
513,202301,서울특별시,서울특별시,중랑구,서초구,20,10,10
514,202302,서울특별시,서울특별시,중랑구,서초구,33,16,17
515,202303,서울특별시,서울특별시,중랑구,서초구,36,16,20
516,202301,서울특별시,서울특별시,중랑구,강남구,47,26,21
517,202302,서울특별시,서울특별시,중랑구,강남구,63,30,33
518,202303,서울특별시,서울특별시,중랑구,강남구,50,24,26
519,202301,서울특별시,서울특별시,중랑구,송파구,44,24,20
520,202302,서울특별시,서울특별시,중랑구,송파구,70,34,36
521,202303,서울특별시,서울특별시,중랑구,송파구,65,36,29
522,202301,서울특별시,서울특별시,중랑구,강동구,52,21,31
523,202302,서울특별시,서울특별시,중랑구,강동구,69,35,34
524,202303,서울특별시,서울특별시,중랑구,강동구,64,32,32
525,202301,서울특별시,서울특별시,성북구,중구,46,24,22
526,202302,서울특별시,서울특별시,성북구,중구,58,27,31
527,202303,서울특별시,서울특별시,성북구,중구,57,26,31
528,202301,서울특별시,서울특별시,성북구,종로구,107,50,57
529,202302,서울특별시,서울특별시,성북구,종로구,122,53,69
530,202303,서울특별시,서울특별시,성북구,종로구,127,55,72
531,202301,서울특별시,서울특별시,성북구,용산구,33,17,16
532,202302,서울특별시,서울특별시,성북구,용산구,62,32,30
533,202303,서울특별시,서울특별시,성북구,용산구,71,37,34
534,202301,서울특별시,서울특별시,성북구,성동구,58,26,32
535,202302,서울특별시,서울특별시,성북구,성동구,93,52,41
536,202303,서울특별시,서울특별시,성북구,성동구,82,43,39
537,202301,서울특별시,서울특별시,성북구,광진구,45,20,25
538,202302,서울특별시,서울특별시,성북구,광진구,47,19,28
539,202303,서울특별시,서울특별시,성북구,광진구,51,18,33
540,202301,서울특별시,서울특별시,성북구,동대문구,168,92,76
541,202302,서울특별시,서울특별시,성북구,동대문구,231,114,117
542,202303,서울특별시,서울특별시,성북구,동대문구,217,104,113
543,202301,서울특별시,서울특별시,성북구,중랑구,42,19,23
544,202302,서울특별시,서울특별시,성북구,중랑구,81,40,41
545,202303,서울특별시,서울특별시,성북구,중랑구,70,32,38
546,202301,서울특별시,서울특별시,성북구,성북구,634,283,351
547,202302,서울특별시,서울특별시,성북구,성북구,980,463,517
548,202303,서울특별시,서울특별시,성북구,성북구,989,466,523
549,202301,서울특별시,서울특별시,성북구,강북구,143,65,78
550,202302,서울특별시,서울특별시,성북구,강북구,197,92,105
551,202303,서울특별시,서울특별시,성북구,강북구,209,107,102
552,202301,서울특별시,서울특별시,성북구,도봉구,69,35,34
553,202302,서울특별시,서울특별시,성북구,도봉구,93,37,56
554,202303,서울특별시,서울특별시,성북구,도봉구,109,58,51
555,202301,서울특별시,서울특별시,성북구,노원구,164,82,82
556,202302,서울특별시,서울특별시,성북구,노원구,224,113,111
557,202303,서울특별시,서울특별시,성북구,노원구,204,98,106
558,202301,서울특별시,서울특별시,성북구,은평구,36,20,16
559,202302,서울특별시,서울특별시,성북구,은평구,62,25,37
560,202303,서울특별시,서울특별시,성북구,은평구,56,32,24
561,202301,서울특별시,서울특별시,성북구,서대문구,58,26,32
562,202302,서울특별시,서울특별시,성북구,서대문구,68,29,39
563,202303,서울특별시,서울특별시,성북구,서대문구,55,21,34
564,202301,서울특별시,서울특별시,성북구,마포구,36,14,22
565,202302,서울특별시,서울특별시,성북구,마포구,38,17,21
566,202303,서울특별시,서울특별시,성북구,마포구,46,25,21
567,202301,서울특별시,서울특별시,성북구,양천구,20,11,9
568,202302,서울특별시,서울특별시,성북구,양천구,47,22,25
569,202303,서울특별시,서울특별시,성북구,양천구,36,15,21
570,202301,서울특별시,서울특별시,성북구,강서구,33,16,17
571,202302,서울특별시,서울특별시,성북구,강서구,42,24,18
572,202303,서울특별시,서울특별시,성북구,강서구,33,15,18
573,202301,서울특별시,서울특별시,성북구,구로구,19,6,13
574,202302,서울특별시,서울특별시,성북구,구로구,33,19,14
575,202303,서울특별시,서울특별시,성북구,구로구,26,12,14
576,202301,서울특별시,서울특별시,성북구,금천구,13,9,4
577,202302,서울특별시,서울특별시,성북구,금천구,15,8,7
578,202303,서울특별시,서울특별시,성북구,금천구,22,11,11
579,202301,서울특별시,서울특별시,성북구,영등포구,46,20,26
580,202302,서울특별시,서울특별시,성북구,영등포구,35,21,14
581,202303,서울특별시,서울특별시,성북구,영등포구,72,33,39
582,202301,서울특별시,서울특별시,성북구,동작구,49,23,26
583,202302,서울특별시,서울특별시,성북구,동작구,66,28,38
584,202303,서울특별시,서울특별시,성북구,동작구,67,29,38
585,202301,서울특별시,서울특별시,성북구,관악구,53,28,25
586,202302,서울특별시,서울특별시,성북구,관악구,110,59,51
587,202303,서울특별시,서울특별시,성북구,관악구,64,36,28
588,202301,서울특별시,서울특별시,성북구,서초구,32,12,20
589,202302,서울특별시,서울특별시,성북구,서초구,50,26,24
590,202303,서울특별시,서울특별시,성북구,서초구,37,19,18
591,202301,서울특별시,서울특별시,성북구,강남구,71,35,36
592,202302,서울특별시,서울특별시,성북구,강남구,87,42,45
593,202303,서울특별시,서울특별시,성북구,강남구,73,29,44
594,202301,서울특별시,서울특별시,성북구,송파구,51,25,26
595,202302,서울특별시,서울특별시,성북구,송파구,91,46,45
596,202303,서울특별시,서울특별시,성북구,송파구,89,47,42
597,202301,서울특별시,서울특별시,성북구,강동구,25,13,12
598,202302,서울특별시,서울특별시,성북구,강동구,39,19,20
599,202303,서울특별시,서울특별시,성북구,강동구,39,18,21
600,202301,서울특별시,서울특별시,강북구,중구,15,7,8
601,202302,서울특별시,서울특별시,강북구,중구,18,6,12
602,202303,서울특별시,서울특별시,강북구,중구,25,12,13
603,202301,서울특별시,서울특별시,강북구,종로구,27,14,13
604,202302,서울특별시,서울특별시,강북구,종로구,35,13,22
605,202303,서울특별시,서울특별시,강북구,종로구,36,17,19
606,202301,서울특별시,서울특별시,강북구,용산구,21,10,11
607,202302,서울특별시,서울특별시,강북구,용산구,11,4,7
608,202303,서울특별시,서울특별시,강북구,용산구,21,10,11
609,202301,서울특별시,서울특별시,강북구,성동구,18,8,10
610,202302,서울특별시,서울특별시,강북구,성동구,30,12,18
611,202303,서울특별시,서울특별시,강북구,성동구,46,26,20
612,202301,서울특별시,서울특별시,강북구,광진구,34,16,18
613,202302,서울특별시,서울특별시,강북구,광진구,37,12,25
614,202303,서울특별시,서울특별시,강북구,광진구,13,9,4
615,202301,서울특별시,서울특별시,강북구,동대문구,49,19,30
616,202302,서울특별시,서울특별시,강북구,동대문구,58,30,28
617,202303,서울특별시,서울특별시,강북구,동대문구,58,34,24
618,202301,서울특별시,서울특별시,강북구,중랑구,18,10,8
619,202302,서울특별시,서울특별시,강북구,중랑구,29,17,12
620,202303,서울특별시,서울특별시,강북구,중랑구,58,31,27
621,202301,서울특별시,서울특별시,강북구,성북구,178,91,87
622,202302,서울특별시,서울특별시,강북구,성북구,223,115,108
623,202303,서울특별시,서울특별시,강북구,성북구,259,126,133
624,202301,서울특별시,서울특별시,강북구,강북구,516,257,259
625,202302,서울특별시,서울특별시,강북구,강북구,583,287,296
626,202303,서울특별시,서울특별시,강북구,강북구,678,332,346
627,202301,서울특별시,서울특별시,강북구,도봉구,133,68,65
628,202302,서울특별시,서울특별시,강북구,도봉구,181,89,92
629,202303,서울특별시,서울특별시,강북구,도봉구,203,98,105
630,202301,서울특별시,서울특별시,강북구,노원구,70,37,33
631,202302,서울특별시,서울특별시,강북구,노원구,91,43,48
632,202303,서울특별시,서울특별시,강북구,노원구,72,43,29
633,202301,서울특별시,서울특별시,강북구,은평구,25,11,14
634,202302,서울특별시,서울특별시,강북구,은평구,38,18,20
635,202303,서울특별시,서울특별시,강북구,은평구,37,22,15
636,202301,서울특별시,서울특별시,강북구,서대문구,17,8,9
637,202302,서울특별시,서울특별시,강북구,서대문구,26,11,15
638,202303,서울특별시,서울특별시,강북구,서대문구,23,11,12
639,202301,서울특별시,서울특별시,강북구,마포구,10,4,6
640,202302,서울특별시,서울특별시,강북구,마포구,32,14,18
641,202303,서울특별시,서울특별시,강북구,마포구,13,6,7
642,202301,서울특별시,서울특별시,강북구,양천구,9,2,7
643,202302,서울특별시,서울특별시,강북구,양천구,7,3,4
644,202303,서울특별시,서울특별시,강북구,양천구,22,11,11
645,202301,서울특별시,서울특별시,강북구,강서구,14,12,2
646,202302,서울특별시,서울특별시,강북구,강서구,32,15,17
647,202303,서울특별시,서울특별시,강북구,강서구,28,13,15
648,202301,서울특별시,서울특별시,강북구,구로구,3,0,3
649,202302,서울특별시,서울특별시,강북구,구로구,18,9,9
650,202303,서울특별시,서울특별시,강북구,구로구,16,8,8
651,202301,서울특별시,서울특별시,강북구,금천구,7,4,3
652,202302,서울특별시,서울특별시,강북구,금천구,7,3,4
653,202303,서울특별시,서울특별시,강북구,금천구,8,5,3
654,202301,서울특별시,서울특별시,강북구,영등포구,15,7,8
655,202302,서울특별시,서울특별시,강북구,영등포구,15,7,8
656,202303,서울특별시,서울특별시,강북구,영등포구,9,6,3
657,202301,서울특별시,서울특별시,강북구,동작구,11,7,4
658,202302,서울특별시,서울특별시,강북구,동작구,26,8,18
659,202303,서울특별시,서울특별시,강북구,동작구,17,7,10
660,202301,서울특별시,서울특별시,강북구,관악구,32,15,17
661,202302,서울특별시,서울특별시,강북구,관악구,39,18,21
662,202303,서울특별시,서울특별시,강북구,관악구,35,19,16
663,202301,서울특별시,서울특별시,강북구,서초구,8,5,3
664,202302,서울특별시,서울특별시,강북구,서초구,21,13,8
665,202303,서울특별시,서울특별시,강북구,서초구,9,2,7
666,202301,서울특별시,서울특별시,강북구,강남구,21,13,8
667,202302,서울특별시,서울특별시,강북구,강남구,31,14,17
668,202303,서울특별시,서울특별시,강북구,강남구,22,14,8
669,202301,서울특별시,서울특별시,강북구,송파구,16,7,9
670,202302,서울특별시,서울특별시,강북구,송파구,31,17,14
671,202303,서울특별시,서울특별시,강북구,송파구,21,8,13
672,202301,서울특별시,서울특별시,강북구,강동구,16,6,10
673,202302,서울특별시,서울특별시,강북구,강동구,30,18,12
674,202303,서울특별시,서울특별시,강북구,강동구,28,13,15
675,202301,서울특별시,서울특별시,도봉구,중구,12,4,8
676,202302,서울특별시,서울특별시,도봉구,중구,15,8,7
677,202303,서울특별시,서울특별시,도봉구,중구,13,9,4
678,202301,서울특별시,서울특별시,도봉구,종로구,11,4,7
679,202302,서울특별시,서울특별시,도봉구,종로구,17,10,7
680,202303,서울특별시,서울특별시,도봉구,종로구,22,8,14
681,202301,서울특별시,서울특별시,도봉구,용산구,12,4,8
682,202302,서울특별시,서울특별시,도봉구,용산구,15,12,3
683,202303,서울특별시,서울특별시,도봉구,용산구,16,7,9
684,202301,서울특별시,서울특별시,도봉구,성동구,22,11,11
685,202302,서울특별시,서울특별시,도봉구,성동구,33,17,16
686,202303,서울특별시,서울특별시,도봉구,성동구,13,11,2
687,202301,서울특별시,서울특별시,도봉구,광진구,13,9,4
688,202302,서울특별시,서울특별시,도봉구,광진구,27,14,13
689,202303,서울특별시,서울특별시,도봉구,광진구,28,17,11
690,202301,서울특별시,서울특별시,도봉구,동대문구,33,13,20
691,202302,서울특별시,서울특별시,도봉구,동대문구,52,23,29
692,202303,서울특별시,서울특별시,도봉구,동대문구,52,25,27
693,202301,서울특별시,서울특별시,도봉구,중랑구,36,21,15
694,202302,서울특별시,서울특별시,도봉구,중랑구,50,20,30
695,202303,서울특별시,서울특별시,도봉구,중랑구,50,25,25
696,202301,서울특별시,서울특별시,도봉구,성북구,75,38,37
697,202302,서울특별시,서울특별시,도봉구,성북구,73,31,42
698,202303,서울특별시,서울특별시,도봉구,성북구,109,52,57
699,202301,서울특별시,서울특별시,도봉구,강북구,163,81,82
700,202302,서울특별시,서울특별시,도봉구,강북구,226,117,109
701,202303,서울특별시,서울특별시,도봉구,강북구,236,130,106
702,202301,서울특별시,서울특별시,도봉구,도봉구,406,200,206
703,202302,서울특별시,서울특별시,도봉구,도봉구,492,215,277
704,202303,서울특별시,서울특별시,도봉구,도봉구,664,348,316
705,202301,서울특별시,서울특별시,도봉구,노원구,140,68,72
706,202302,서울특별시,서울특별시,도봉구,노원구,191,105,86
707,202303,서울특별시,서울특별시,도봉구,노원구,200,110,90
708,202301,서울특별시,서울특별시,도봉구,은평구,25,11,14
709,202302,서울특별시,서울특별시,도봉구,은평구,17,8,9
710,202303,서울특별시,서울특별시,도봉구,은평구,28,15,13
711,202301,서울특별시,서울특별시,도봉구,서대문구,7,2,5
712,202302,서울특별시,서울특별시,도봉구,서대문구,20,8,12
713,202303,서울특별시,서울특별시,도봉구,서대문구,21,7,14
714,202301,서울특별시,서울특별시,도봉구,마포구,14,5,9
715,202302,서울특별시,서울특별시,도봉구,마포구,22,11,11
716,202303,서울특별시,서울특별시,도봉구,마포구,11,5,6
717,202301,서울특별시,서울특별시,도봉구,양천구,9,3,6
718,202302,서울특별시,서울특별시,도봉구,양천구,21,9,12
719,202303,서울특별시,서울특별시,도봉구,양천구,10,4,6
720,202301,서울특별시,서울특별시,도봉구,강서구,22,10,12
721,202302,서울특별시,서울특별시,도봉구,강서구,24,11,13
722,202303,서울특별시,서울특별시,도봉구,강서구,17,9,8
723,202301,서울특별시,서울특별시,도봉구,구로구,14,7,7
724,202302,서울특별시,서울특별시,도봉구,구로구,12,5,7
725,202303,서울특별시,서울특별시,도봉구,구로구,15,9,6
726,202301,서울특별시,서울특별시,도봉구,금천구,10,5,5
727,202302,서울특별시,서울특별시,도봉구,금천구,7,3,4
728,202303,서울특별시,서울특별시,도봉구,금천구,11,6,5
729,202301,서울특별시,서울특별시,도봉구,영등포구,14,4,10
730,202302,서울특별시,서울특별시,도봉구,영등포구,14,6,8
731,202303,서울특별시,서울특별시,도봉구,영등포구,19,12,7
732,202301,서울특별시,서울특별시,도봉구,동작구,10,4,6
733,202302,서울특별시,서울특별시,도봉구,동작구,22,12,10
734,202303,서울특별시,서울특별시,도봉구,동작구,28,13,15
735,202301,서울특별시,서울특별시,도봉구,관악구,23,10,13
736,202302,서울특별시,서울특별시,도봉구,관악구,33,16,17
737,202303,서울특별시,서울특별시,도봉구,관악구,33,15,18
738,202301,서울특별시,서울특별시,도봉구,서초구,17,11,6
739,202302,서울특별시,서울특별시,도봉구,서초구,25,11,14
740,202303,서울특별시,서울특별시,도봉구,서초구,8,5,3
741,202301,서울특별시,서울특별시,도봉구,강남구,12,6,6
742,202302,서울특별시,서울특별시,도봉구,강남구,27,14,13
743,202303,서울특별시,서울특별시,도봉구,강남구,24,7,17
744,202301,서울특별시,서울특별시,도봉구,송파구,20,10,10
745,202302,서울특별시,서울특별시,도봉구,송파구,24,13,11
746,202303,서울특별시,서울특별시,도봉구,송파구,22,10,12
747,202301,서울특별시,서울특별시,도봉구,강동구,17,9,8
748,202302,서울특별시,서울특별시,도봉구,강동구,30,14,16
749,202303,서울특별시,서울특별시,도봉구,강동구,12,7,5
750,202301,서울특별시,서울특별시,노원구,중구,9,2,7
751,202302,서울특별시,서울특별시,노원구,중구,20,10,10
752,202303,서울특별시,서울특별시,노원구,중구,33,16,17
753,202301,서울특별시,서울특별시,노원구,종로구,23,9,14
754,202302,서울특별시,서울특별시,노원구,종로구,32,18,14
755,202303,서울특별시,서울특별시,노원구,종로구,24,9,15
756,202301,서울특별시,서울특별시,노원구,용산구,21,13,8
757,202302,서울특별시,서울특별시,노원구,용산구,38,26,12
758,202303,서울특별시,서울특별시,노원구,용산구,21,16,5
759,202301,서울특별시,서울특별시,노원구,성동구,26,17,9
760,202302,서울특별시,서울특별시,노원구,성동구,76,31,45
761,202303,서울특별시,서울특별시,노원구,성동구,60,28,32
762,202301,서울특별시,서울특별시,노원구,광진구,50,21,29
763,202302,서울특별시,서울특별시,노원구,광진구,91,47,44
764,202303,서울특별시,서울특별시,노원구,광진구,69,35,34
765,202301,서울특별시,서울특별시,노원구,동대문구,95,49,46
766,202302,서울특별시,서울특별시,노원구,동대문구,98,44,54
767,202303,서울특별시,서울특별시,노원구,동대문구,104,49,55
768,202301,서울특별시,서울특별시,노원구,중랑구,147,80,67
769,202302,서울특별시,서울특별시,노원구,중랑구,203,107,96
770,202303,서울특별시,서울특별시,노원구,중랑구,185,91,94
771,202301,서울특별시,서울특별시,노원구,성북구,165,84,81
772,202302,서울특별시,서울특별시,노원구,성북구,222,122,100
773,202303,서울특별시,서울특별시,노원구,성북구,161,88,73
774,202301,서울특별시,서울특별시,노원구,강북구,80,43,37
775,202302,서울특별시,서울특별시,노원구,강북구,109,50,59
776,202303,서울특별시,서울특별시,노원구,강북구,121,59,62
777,202301,서울특별시,서울특별시,노원구,도봉구,174,89,85
778,202302,서울특별시,서울특별시,노원구,도봉구,199,89,110
779,202303,서울특별시,서울특별시,노원구,도봉구,176,85,91
780,202301,서울특별시,서울특별시,노원구,노원구,842,397,445
781,202302,서울특별시,서울특별시,노원구,노원구,1303,597,706
782,202303,서울특별시,서울특별시,노원구,노원구,1226,573,653
783,202301,서울특별시,서울특별시,노원구,은평구,23,10,13
784,202302,서울특별시,서울특별시,노원구,은평구,71,34,37
785,202303,서울특별시,서울특별시,노원구,은평구,34,15,19
786,202301,서울특별시,서울특별시,노원구,서대문구,21,10,11
787,202302,서울특별시,서울특별시,노원구,서대문구,29,13,16
788,202303,서울특별시,서울특별시,노원구,서대문구,24,13,11
789,202301,서울특별시,서울특별시,노원구,마포구,40,19,21
790,202302,서울특별시,서울특별시,노원구,마포구,31,9,22
791,202303,서울특별시,서울특별시,노원구,마포구,43,20,23
792,202301,서울특별시,서울특별시,노원구,양천구,4,1,3
793,202302,서울특별시,서울특별시,노원구,양천구,36,24,12
794,202303,서울특별시,서울특별시,노원구,양천구,33,19,14
795,202301,서울특별시,서울특별시,노원구,강서구,31,14,17
796,202302,서울특별시,서울특별시,노원구,강서구,26,13,13
797,202303,서울특별시,서울특별시,노원구,강서구,41,16,25
798,202301,서울특별시,서울특별시,노원구,구로구,20,8,12
799,202302,서울특별시,서울특별시,노원구,구로구,25,10,15
800,202303,서울특별시,서울특별시,노원구,구로구,19,13,6
801,202301,서울특별시,서울특별시,노원구,금천구,9,4,5
802,202302,서울특별시,서울특별시,노원구,금천구,24,11,13
803,202303,서울특별시,서울특별시,노원구,금천구,13,6,7
804,202301,서울특별시,서울특별시,노원구,영등포구,18,8,10
805,202302,서울특별시,서울특별시,노원구,영등포구,36,21,15
806,202303,서울특별시,서울특별시,노원구,영등포구,30,10,20
807,202301,서울특별시,서울특별시,노원구,동작구,21,10,11
808,202302,서울특별시,서울특별시,노원구,동작구,45,18,27
809,202303,서울특별시,서울특별시,노원구,동작구,49,23,26
810,202301,서울특별시,서울특별시,노원구,관악구,47,24,23
811,202302,서울특별시,서울특별시,노원구,관악구,49,28,21
812,202303,서울특별시,서울특별시,노원구,관악구,60,28,32
813,202301,서울특별시,서울특별시,노원구,서초구,37,20,17
814,202302,서울특별시,서울특별시,노원구,서초구,59,32,27
815,202303,서울특별시,서울특별시,노원구,서초구,33,20,13
816,202301,서울특별시,서울특별시,노원구,강남구,39,24,15
817,202302,서울특별시,서울특별시,노원구,강남구,70,37,33
818,202303,서울특별시,서울특별시,노원구,강남구,51,26,25
819,202301,서울특별시,서울특별시,노원구,송파구,61,31,30
820,202302,서울특별시,서울특별시,노원구,송파구,66,30,36
821,202303,서울특별시,서울특별시,노원구,송파구,73,37,36
822,202301,서울특별시,서울특별시,노원구,강동구,24,9,15
823,202302,서울특별시,서울특별시,노원구,강동구,53,27,26
824,202303,서울특별시,서울특별시,노원구,강동구,45,16,29
825,202301,서울특별시,서울특별시,은평구,중구,51,30,21
826,202302,서울특별시,서울특별시,은평구,중구,17,7,10
827,202303,서울특별시,서울특별시,은평구,중구,19,10,9
828,202301,서울특별시,서울특별시,은평구,종로구,78,39,39
829,202302,서울특별시,서울특별시,은평구,종로구,58,23,35
830,202303,서울특별시,서울특별시,은평구,종로구,74,38,36
831,202301,서울특별시,서울특별시,은평구,용산구,41,21,20
832,202302,서울특별시,서울특별시,은평구,용산구,48,26,22
833,202303,서울특별시,서울특별시,은평구,용산구,46,19,27
834,202301,서울특별시,서울특별시,은평구,성동구,30,16,14
835,202302,서울특별시,서울특별시,은평구,성동구,51,13,38
836,202303,서울특별시,서울특별시,은평구,성동구,28,13,15
837,202301,서울특별시,서울특별시,은평구,광진구,38,21,17
838,202302,서울특별시,서울특별시,은평구,광진구,40,16,24
839,202303,서울특별시,서울특별시,은평구,광진구,33,14,19
840,202301,서울특별시,서울특별시,은평구,동대문구,36,17,19
841,202302,서울특별시,서울특별시,은평구,동대문구,59,25,34
842,202303,서울특별시,서울특별시,은평구,동대문구,40,21,19
843,202301,서울특별시,서울특별시,은평구,중랑구,19,9,10
844,202302,서울특별시,서울특별시,은평구,중랑구,32,11,21
845,202303,서울특별시,서울특별시,은평구,중랑구,30,17,13
846,202301,서울특별시,서울특별시,은평구,성북구,81,37,44
847,202302,서울특별시,서울특별시,은평구,성북구,88,32,56
848,202303,서울특별시,서울특별시,은평구,성북구,56,24,32
849,202301,서울특별시,서울특별시,은평구,강북구,32,16,16
850,202302,서울특별시,서울특별시,은평구,강북구,40,15,25
851,202303,서울특별시,서울특별시,은평구,강북구,40,16,24
852,202301,서울특별시,서울특별시,은평구,도봉구,35,16,19
853,202302,서울특별시,서울특별시,은평구,도봉구,21,6,15
854,202303,서울특별시,서울특별시,은평구,도봉구,33,15,18
855,202301,서울특별시,서울특별시,은평구,노원구,31,17,14
856,202302,서울특별시,서울특별시,은평구,노원구,37,16,21
857,202303,서울특별시,서울특별시,은평구,노원구,40,20,20
858,202301,서울특별시,서울특별시,은평구,은평구,1404,653,751
859,202302,서울특별시,서울특별시,은평구,은평구,1675,797,878
860,202303,서울특별시,서울특별시,은평구,은평구,1395,655,740
861,202301,서울특별시,서울특별시,은평구,서대문구,218,96,122
862,202302,서울특별시,서울특별시,은평구,서대문구,278,126,152
863,202303,서울특별시,서울특별시,은평구,서대문구,203,90,113
864,202301,서울특별시,서울특별시,은평구,마포구,157,67,90
865,202302,서울특별시,서울특별시,은평구,마포구,179,76,103
866,202303,서울특별시,서울특별시,은평구,마포구,195,96,99
867,202301,서울특별시,서울특별시,은평구,양천구,36,18,18
868,202302,서울특별시,서울특별시,은평구,양천구,50,17,33
869,202303,서울특별시,서울특별시,은평구,양천구,28,17,11
870,202301,서울특별시,서울특별시,은평구,강서구,82,37,45
871,202302,서울특별시,서울특별시,은평구,강서구,91,45,46
872,202303,서울특별시,서울특별시,은평구,강서구,75,38,37
873,202301,서울특별시,서울특별시,은평구,구로구,38,17,21
874,202302,서울특별시,서울특별시,은평구,구로구,28,10,18
875,202303,서울특별시,서울특별시,은평구,구로구,31,14,17
876,202301,서울특별시,서울특별시,은평구,금천구,12,6,6
877,202302,서울특별시,서울특별시,은평구,금천구,23,14,9
878,202303,서울특별시,서울특별시,은평구,금천구,23,13,10
879,202301,서울특별시,서울특별시,은평구,영등포구,62,31,31
880,202302,서울특별시,서울특별시,은평구,영등포구,75,27,48
881,202303,서울특별시,서울특별시,은평구,영등포구,62,26,36
882,202301,서울특별시,서울특별시,은평구,동작구,51,17,34
883,202302,서울특별시,서울특별시,은평구,동작구,78,32,46
884,202303,서울특별시,서울특별시,은평구,동작구,47,20,27
885,202301,서울특별시,서울특별시,은평구,관악구,91,47,44
886,202302,서울특별시,서울특별시,은평구,관악구,109,52,57
887,202303,서울특별시,서울특별시,은평구,관악구,73,31,42
